Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
CD70	ENSG00000125726.10	6.285	0.170	2.638	3.67e-16
CD82	ENSG00000085117.11	14.975	32.318	-1.060	2.15e-3
CD86	ENSG00000114013.15	3.665	0.815	1.362	1.57e-18
CD93	ENSG00000125810.9	3.715	13.393	-1.610	1.03e-8
CDA	ENSG00000158825.5	1.205	11.339	-2.484	1.87e-31
CDC42EP2	ENSG00000149798.4	3.100	8.915	-1.274	7.75e-14
CDC42EP3	ENSG00000163171.7	6.690	17.304	-1.251	5.46e-8
CDCA7L	ENSG00000164649.19	6.960	2.865	1.042	1.38e-5
CDH1	ENSG00000039068.18	18.090	40.513	-1.121	9.54e-3
CDH11	ENSG00000140937.13	0.940	4.867	-1.596	1.19e-5
CDH13	ENSG00000140945.15	1.220	7.050	-1.858	1.23e-9
CDH16	ENSG00000166589.12	105.189	452.900	-2.096	1.43e-9
CDH2	ENSG00000170558.8	24.520	6.039	1.858	2.62e-8
CDH3	ENSG00000062038.13	0.340	9.920	-3.027	1.20e-25
CDH5	ENSG00000179776.17	3.105	15.320	-1.991	2.03e-17
CDH6	ENSG00000113361.12	57.199	10.104	2.390	1.53e-12
CDHR1	ENSG00000148600.14	3.990	0.500	1.734	3.01e-9
CDHR2	ENSG00000074276.10	18.670	6.804	1.334	5.28e-4
CDKL1	ENSG00000100490.9	6.765	15.034	-1.046	3.58e-3
CDKN1A	ENSG00000124762.13	172.397	55.589	1.615	2.24e-14
CDKN1C	ENSG00000129757.12	15.270	66.680	-2.057	1.26e-21
CDKN2A	ENSG00000147889.16	4.140	0.230	2.063	1.56e-19
CDO1	ENSG00000129596.4	0.395	2.080	-1.143	4.25e-4
CDR2	ENSG00000140743.7	37.715	16.635	1.134	8.20e-13
CDT1	ENSG00000167513.8	2.630	0.565	1.214	1.40e-21
CEACAM1	ENSG00000079385.21	2.200	19.918	-2.709	5.02e-39
CEACAM19	ENSG00000186567.12	1.435	3.885	-1.004	1.92e-4
CEBPA	ENSG00000245848.2	7.840	2.439	1.362	1.64e-14
CEL	ENSG00000170835.13	0.295	6.200	-2.475	1.94e-48
CENPH	ENSG00000153044.9	3.580	1.190	1.064	2.78e-17
CERS6-AS1	ENSG00000227617.8	11.885	4.850	1.139	1.30e-3
CES3	ENSG00000172828.12	1.545	4.270	-1.050	5.93e-8
CFB	ENSG00000243649.8	162.759	33.375	2.252	4.04e-11
CFD	ENSG00000197766.7	12.960	5.130	1.187	2.81e-3
CGN	ENSG00000143375.14	4.885	19.135	-1.775	5.61e-17
CGNL1	ENSG00000128849.10	4.035	46.787	-3.247	9.32e-21
CGREF1	ENSG00000138028.14	6.955	2.495	1.187	1.08e-6
CH17-13I23.3	ENSG00000277702.1	15.475	6.865	1.067	3.51e-5
CH507-152C13.3	ENSG00000276076.4	0.075	36.816	-5.137	2.30e-54
CH507-396I9.3	ENSG00000278961.1	0.010	1.505	-1.310	4.08e-33
CH507-42P11.8	ENSG00000275993.2	4.810	11.147	-1.064	4.30e-5
CH507-9B2.2	ENSG00000279493.1	0.000	1.165	-1.115	4.82e-27
CHAC1	ENSG00000128965.11	0.805	4.485	-1.603	4.50e-20
CHEK2	ENSG00000183765.20	8.340	2.600	1.375	4.17e-18
CHGB	ENSG00000089199.9	1.509	6.112	-1.503	3.13e-6
CHI3L1	ENSG00000133048.12	4.490	24.879	-2.237	7.74e-3
CHI3L2	ENSG00000064886.13	4.695	0.820	1.646	6.35e-7
CHIT1	ENSG00000133063.15	11.358	0.220	3.341	1.10e-14
CHPF	ENSG00000123989.13	83.395	36.108	1.185	2.10e-13
CHPF2	ENSG00000033100.14	27.739	13.158	1.021	2.83e-19
CHRD	ENSG00000090539.15	1.305	5.825	-1.566	1.26e-11
CHRDL1	ENSG00000101938.14	0.385	7.197	-2.565	1.84e-13
CHRDL2	ENSG00000054938.15	0.065	1.885	-1.438	1.45e-18
CHRNA4	ENSG00000101204.15	0.000	1.340	-1.226	1.25e-46
CHRNB1	ENSG00000170175.10	19.165	8.740	1.050	3.23e-7
CHST1	ENSG00000175264.7	0.440	1.915	-1.017	3.58e-10
CHST13	ENSG00000180767.9	6.770	1.919	1.412	4.94e-9
CHST2	ENSG00000175040.5	1.110	5.015	-1.511	2.25e-9
CHST9	ENSG00000154080.12	4.680	1.105	1.432	4.16e-5
CHTF18	ENSG00000127586.16	7.039	3.010	1.004	4.87e-6
CIT	ENSG00000122966.13	3.510	9.205	-1.178	2.65e-4
CITED4	ENSG00000179862.6	34.899	11.071	1.572	2.50e-8
CKLF	ENSG00000217555.12	40.126	14.905	1.371	9.81e-25
CKMT2	ENSG00000131730.15	0.360	13.699	-3.434	1.23e-28
CLCF1	ENSG00000175505.10	20.370	8.469	1.174	1.68e-10
CLCNKA	ENSG00000186510.11	0.650	46.269	-4.840	1.84e-76
CLCNKB	ENSG00000184908.17	2.555	169.959	-5.588	1.74e-59
CLDN1	ENSG00000163347.5	60.475	7.980	2.775	2.43e-19
CLDN10	ENSG00000134873.9	20.935	94.667	-2.125	2.23e-13
CLDN11	ENSG00000013297.10	0.285	4.679	-2.144	9.71e-21
CLDN14	ENSG00000159261.10	1.090	7.624	-2.045	3.77e-25
CLDN16	ENSG00000113946.3	1.010	13.445	-2.845	2.09e-26
CLDN19	ENSG00000164007.10	0.150	17.775	-4.029	1.08e-36
CLDN2	ENSG00000165376.10	95.025	43.086	1.123	6.02e-4
CLDN3	ENSG00000165215.6	193.299	41.871	2.180	9.23e-9
CLDN4	ENSG00000189143.9	279.605	90.612	1.615	1.19e-10
CLDN5	ENSG00000184113.9	5.675	22.720	-1.829	3.38e-23
CLDN8	ENSG00000156284.5	0.000	30.585	-4.981	2.52e-67
CLEC14A	ENSG00000176435.6	3.465	13.286	-1.678	6.91e-14
CLEC18A	ENSG00000157322.16	2.925	12.312	-1.762	2.62e-6
CLEC18B	ENSG00000140839.11	5.120	23.418	-1.996	8.99e-7
CLEC18C	ENSG00000157335.19	1.420	10.108	-2.199	2.72e-9
CLEC1A	ENSG00000150048.10	0.520	2.330	-1.131	6.71e-24
CLEC3B	ENSG00000163815.5	7.845	91.597	-3.388	2.77e-39
CLIC4	ENSG00000169504.14	139.444	68.707	1.011	4.07e-5
CLIC5	ENSG00000112782.15	0.550	26.884	-4.169	1.14e-48
CLIC6	ENSG00000159212.12	10.160	1.640	2.080	1.91e-5
CLMN	ENSG00000165959.11	5.365	17.790	-1.562	6.23e-21
CLMP	ENSG00000166250.11	0.290	1.733	-1.083	4.71e-9
CLNK	ENSG00000109684.14	0.040	2.050	-1.552	6.27e-46
CLRN3	ENSG00000180745.4	29.019	9.270	1.548	5.85e-4
CLU	ENSG00000120885.19	5140.346	1033.519	2.313	5.32e-20
CLUL1	ENSG00000079101.16	0.945	3.395	-1.176	2.27e-12
CMAHP	ENSG00000168405.14	3.930	13.515	-1.558	1.46e-14
CMTM3	ENSG00000140931.19	32.475	9.944	1.613	8.28e-15
CMTM7	ENSG00000153551.13	38.763	12.119	1.600	5.78e-18
CNFN	ENSG00000105427.9	6.070	1.500	1.500	6.15e-13
CNGA1	ENSG00000198515.13	0.210	1.875	-1.249	9.93e-24
CNKSR1	ENSG00000142675.17	0.270	7.449	-2.734	6.60e-24
CNKSR3	ENSG00000153721.17	30.228	14.610	1.000	3.89e-8
CNN1	ENSG00000130176.7	1.565	11.524	-2.288	1.02e-12
CNPY3	ENSG00000137161.16	58.781	25.656	1.165	1.14e-20
CNRIP1	ENSG00000119865.8	1.870	4.935	-1.048	6.71e-12
CNTFR	ENSG00000122756.14	0.060	1.250	-1.086	3.00e-23
CNTN1	ENSG00000018236.14	0.120	4.274	-2.235	4.10e-47
CNTN6	ENSG00000134115.12	8.760	0.120	3.123	6.14e-19
COBLL1	ENSG00000082438.15	25.370	52.225	-1.013	9.07e-3
COL12A1	ENSG00000111799.20	3.325	9.565	-1.288	2.72e-7
COL14A1	ENSG00000187955.11	1.455	10.890	-2.276	4.69e-13
COL16A1	ENSG00000084636.17	4.010	9.135	-1.016	1.52e-5
COL23A1	ENSG00000050767.15	13.895	1.855	2.383	3.04e-15
COL4A3	ENSG00000169031.18	6.555	21.050	-1.545	1.19e-14
COL4A4	ENSG00000081052.11	3.530	9.990	-1.279	1.44e-8
COL4A6	ENSG00000197565.15	0.160	2.730	-1.685	2.73e-31
COL6A3	ENSG00000163359.15	1.635	5.865	-1.381	2.88e-5
COL7A1	ENSG00000114270.15	1.150	4.993	-1.479	1.58e-13
COL8A2	ENSG00000171812.10	2.480	0.570	1.148	7.50e-13
COL9A2	ENSG00000049089.13	2.250	11.680	-1.964	1.09e-16
COLEC11	ENSG00000118004.17	5.380	15.305	-1.354	1.09e-5
COLGALT1	ENSG00000130309.10	33.075	15.595	1.038	3.24e-20
CORO1A	ENSG00000102879.15	24.609	7.830	1.536	6.25e-12
CORO1C	ENSG00000110880.10	46.226	19.090	1.233	1.01e-22
CORO2B	ENSG00000103647.12	2.675	6.840	-1.093	7.42e-5
CORO6	ENSG00000167549.18	3.260	0.980	1.106	6.10e-5
CORO7	ENSG00000262246.5	23.995	10.979	1.061	1.07e-16
COX6A2	ENSG00000156885.5	0.540	2.630	-1.237	4.47e-6
COX7A1	ENSG00000161281.10	12.985	88.122	-2.672	9.01e-6
CPA3	ENSG00000163751.3	5.185	1.045	1.597	3.85e-5
CPAMD8	ENSG00000160111.12	1.120	14.003	-2.823	1.19e-44
CPED1	ENSG00000106034.17	0.810	2.940	-1.122	3.57e-6
CPN2	ENSG00000178772.6	0.050	4.278	-2.330	9.33e-13
CPNE5	ENSG00000124772.11	0.390	2.035	-1.127	1.36e-5
CPNE7	ENSG00000178773.14	6.470	0.845	2.018	5.39e-10
CPT1A	ENSG00000110090.12	15.070	34.605	-1.148	1.41e-5
CPXM1	ENSG00000088882.7	1.000	3.865	-1.282	1.75e-7
CPXM2	ENSG00000121898.12	1.220	9.008	-2.173	2.02e-5
CRABP1	ENSG00000166426.7	0.000	8.165	-3.196	7.35e-39
CRABP2	ENSG00000143320.8	1.435	6.478	-1.619	1.02e-8
CRACR2A	ENSG00000130038.9	1.790	0.335	1.063	5.42e-15
CRB2	ENSG00000148204.11	0.060	3.133	-1.963	2.59e-18
CREB3L1	ENSG00000157613.10	0.430	2.615	-1.338	3.81e-3
CREB5	ENSG00000146592.16	21.600	3.150	2.445	7.08e-28
CRHBP	ENSG00000145708.10	0.310	20.199	-4.016	1.27e-76
CRISPLD2	ENSG00000103196.11	3.750	10.385	-1.261	1.27e-5
CRNDE	ENSG00000245694.8	38.654	6.334	2.435	3.05e-12
CRYAA	ENSG00000160202.7	0.000	29.204	-4.917	3.13e-55
CRYAB	ENSG00000109846.7	5188.852	934.466	2.472	1.78e-16
CRYBG3	ENSG00000080200.9	1.705	4.485	-1.020	5.47e-10
CSDC2	ENSG00000172346.14	5.710	21.096	-1.719	8.83e-8
CSF1R	ENSG00000182578.13	15.635	6.920	1.071	2.18e-10
CSF2RA	ENSG00000198223.14	6.250	1.770	1.388	7.06e-13
CSF3R	ENSG00000119535.17	7.370	2.120	1.424	9.72e-10
CSGALNACT1	ENSG00000147408.14	1.110	7.370	-1.988	9.69e-11
CSPG4	ENSG00000173546.7	0.725	2.985	-1.208	1.29e-9
CSRNP1	ENSG00000144655.14	8.040	17.999	-1.072	7.32e-6
CSRP1	ENSG00000159176.13	57.390	138.942	-1.261	2.04e-11
CSRP2	ENSG00000175183.9	12.800	45.727	-1.760	1.32e-11
CSTA	ENSG00000121552.3	4.025	0.939	1.374	8.74e-11
CTA-392C11.1	ENSG00000253802.1	0.000	1.365	-1.242	3.60e-55
CTA-963H5.5	ENSG00000250318.1	4.455	1.720	1.004	1.88e-7
CTB-171A8.1	ENSG00000266903.1	0.615	2.722	-1.204	4.09e-25
CTB-193M12.5	ENSG00000280206.1	4.730	1.470	1.214	5.47e-20
CTB-25B13.12	ENSG00000267317.2	13.285	6.060	1.017	7.12e-18
CTB-63M22.1	ENSG00000229119.3	164.477	29.479	2.441	3.42e-11
CTB-79E8.3	ENSG00000253683.1	0.000	1.119	-1.084	1.83e-8
CTC-425F1.4	ENSG00000267458.1	10.315	3.078	1.472	7.80e-4
CTC-510F12.6	ENSG00000267576.1	14.445	3.577	1.755	2.45e-8
CTD-2004A9.1	ENSG00000250885.1	0.000	1.135	-1.094	5.27e-35
CTD-2008P7.9	ENSG00000267259.1	0.000	1.255	-1.173	2.97e-41
CTD-2247C11.5	ENSG00000250529.1	0.000	3.102	-2.036	5.66e-46
CTD-2342N23.1	ENSG00000278898.1	0.010	2.435	-1.766	4.09e-59
CTD-2369P2.12	ENSG00000267303.1	14.215	6.470	1.026	2.47e-3
CTD-2377D24.6	ENSG00000244649.4	6.020	1.469	1.507	8.91e-6
CTD-2510F5.6	ENSG00000265303.1	1.265	0.000	1.179	7.29e-5
CTD-2515H24.2	ENSG00000276772.1	0.070	1.190	-1.033	3.08e-60
CTD-2531D15.5	ENSG00000255126.1	12.175	2.702	1.831	2.48e-3
CTD-2540B15.11	ENSG00000267580.1	13.385	2.209	2.164	1.70e-17
CTD-3157E16.2	ENSG00000276855.1	23.000	10.540	1.056	4.09e-8
CTGF	ENSG00000118523.5	33.704	156.703	-2.184	4.51e-11
CTSC	ENSG00000109861.15	481.602	121.511	1.978	1.86e-25
CTSS	ENSG00000163131.10	42.585	12.671	1.673	3.87e-11
CTSZ	ENSG00000101160.13	301.757	112.742	1.412	6.81e-17
CTXN1	ENSG00000178531.5	16.450	5.418	1.443	3.08e-8
CTXN3	ENSG00000205279.8	0.020	8.771	-3.260	1.45e-39
CUBN	ENSG00000107611.14	5.890	17.081	-1.392	4.42e-4
CUX1	ENSG00000257923.9	100.016	49.164	1.010	3.06e-13
CWH43	ENSG00000109182.11	0.510	5.673	-2.144	2.39e-8
CX3CR1	ENSG00000168329.13	2.440	0.620	1.086	6.57e-8
CXCL1	ENSG00000163739.4	12.930	3.594	1.600	4.55e-4
CXCL12	ENSG00000107562.16	13.995	85.029	-2.520	5.27e-12
CXCL16	ENSG00000161921.14	101.405	26.160	1.915	6.43e-25
CXCL6	ENSG00000124875.9	11.753	0.850	2.785	5.75e-9
CXCL8	ENSG00000169429.10	5.575	1.934	1.164	7.58e-6
CXCR4	ENSG00000121966.6	33.011	10.914	1.513	1.77e-9
CYB5A	ENSG00000166347.18	198.122	414.534	-1.061	8.73e-8
CYBA	ENSG00000051523.10	507.406	124.801	2.015	2.96e-28
CYBB	ENSG00000165168.7	7.480	2.538	1.261	4.22e-10
CYBRD1	ENSG00000071967.11	6.175	19.146	-1.489	3.55e-4
CYFIP2	ENSG00000055163.18	50.185	143.822	-1.500	1.35e-13
CYP17A1	ENSG00000148795.5	1.175	11.146	-2.481	8.27e-11
CYP1B1	ENSG00000138061.11	5.470	14.325	-1.244	6.14e-3
CYP27A1	ENSG00000135929.8	49.096	23.310	1.043	1.69e-6
CYP27B1	ENSG00000111012.9	1.610	11.059	-2.208	1.38e-15
CYP2B6	ENSG00000197408.8	0.010	3.774	-2.241	5.82e-46
CYP3A5	ENSG00000106258.13	30.965	5.123	2.384	5.26e-12
CYP4A11	ENSG00000187048.12	0.480	66.190	-5.505	3.14e-34
CYP4A22	ENSG00000162365.11	0.060	9.100	-3.252	2.70e-42
CYP4F2	ENSG00000186115.12	0.040	5.310	-2.601	6.72e-29
CYP4F3	ENSG00000186529.14	0.615	7.625	-2.417	3.84e-8
CYP4X1	ENSG00000186377.7	0.305	2.940	-1.594	3.17e-32
CYP8B1	ENSG00000180432.5	0.660	3.421	-1.413	1.16e-15
CYR61	ENSG00000142871.15	30.514	127.009	-2.022	1.12e-9
CYYR1	ENSG00000166265.11	1.435	9.050	-2.045	2.53e-24
DAAM2	ENSG00000146122.16	0.675	6.210	-2.106	5.56e-33
DACH1	ENSG00000276644.4	0.150	4.045	-2.133	1.71e-27
DACT3	ENSG00000197380.10	0.475	2.695	-1.325	1.91e-21
DAGLB	ENSG00000164535.14	17.470	6.195	1.360	1.13e-27
DAO	ENSG00000110887.7	2.695	10.504	-1.639	2.03e-8
DBH-AS1	ENSG00000225756.1	0.740	2.705	-1.090	3.53e-6
DBNDD1	ENSG00000003249.13	36.784	12.375	1.498	2.62e-18
DCBLD2	ENSG00000057019.15	18.175	8.213	1.058	8.74e-9
DCHS1	ENSG00000166341.7	0.725	3.189	-1.280	4.83e-12
DCN	ENSG00000011465.16	16.055	256.417	-3.916	8.75e-21
DCXR	ENSG00000169738.7	100.064	208.348	-1.051	4.78e-7
DDB2	ENSG00000134574.11	48.515	10.095	2.158	1.10e-33
DDC	ENSG00000132437.17	24.805	67.505	-1.409	1.47e-3
DDN	ENSG00000181418.7	0.030	8.335	-3.180	7.20e-57
DDO	ENSG00000203797.9	7.865	2.815	1.217	1.44e-8
DDR2	ENSG00000162733.16	0.475	3.125	-1.484	6.14e-15
DDX25	ENSG00000109832.12	0.140	1.560	-1.167	7.28e-31
DDX3Y	ENSG00000067048.16	0.940	18.395	-3.322	1.04e-15
DEF6	ENSG00000023892.10	4.990	1.840	1.077	3.32e-8
DENND2A	ENSG00000146966.12	1.380	7.160	-1.778	1.34e-12
DEPTOR	ENSG00000155792.9	9.680	29.954	-1.535	3.82e-10
DES	ENSG00000175084.11	0.320	6.285	-2.464	8.57e-23
DGAT2	ENSG00000062282.14	0.750	2.564	-1.026	5.31e-4
DGCR5	ENSG00000237517.8	5.155	0.810	1.766	1.83e-14
DGCR9	ENSG00000273032.1	1.905	0.385	1.068	9.01e-11
DGKA	ENSG00000065357.19	16.910	5.965	1.363	3.28e-6
DIO1	ENSG00000211452.10	0.720	15.931	-3.299	2.41e-12
DIO3OS	ENSG00000258498.6	0.070	1.645	-1.306	3.92e-25
DIRAS1	ENSG00000176490.4	0.540	2.915	-1.346	3.57e-6
DLC1	ENSG00000164741.14	4.025	11.115	-1.270	6.14e-9
DLGAP1	ENSG00000170579.14	4.170	0.570	1.720	3.30e-6
DLL1	ENSG00000198719.8	0.570	5.449	-2.038	8.79e-17
DLL4	ENSG00000128917.6	1.740	5.723	-1.295	4.47e-11
DMGDH	ENSG00000132837.14	12.375	27.538	-1.093	2.93e-7
DMRT2	ENSG00000173253.14	0.010	21.914	-4.504	1.76e-93
DNAAF1	ENSG00000154099.17	3.950	1.474	1.001	4.24e-3
DNAAF3	ENSG00000167646.13	11.375	3.128	1.584	7.26e-11
DNAJB13	ENSG00000187726.8	5.930	0.520	2.189	1.30e-11
DNAJC22	ENSG00000178401.14	14.750	5.189	1.348	3.58e-10
DNASE1	ENSG00000213918.10	5.365	36.344	-2.553	2.76e-44
DNASE1L3	ENSG00000163687.13	2.210	26.421	-3.095	9.36e-49
DNER	ENSG00000187957.7	0.665	8.635	-2.533	2.77e-13
DNM1	ENSG00000106976.18	34.970	6.300	2.301	2.86e-15
DNM3	ENSG00000197959.13	0.690	3.385	-1.376	6.21e-19
DOC2A	ENSG00000149927.17	8.370	1.005	2.225	1.69e-6
DOC2B	ENSG00000272636.3	0.320	5.395	-2.276	9.31e-21
DOCK11	ENSG00000147251.15	24.680	5.660	1.947	2.10e-19
DOCK2	ENSG00000134516.15	3.710	1.245	1.069	5.62e-10
DOK1	ENSG00000115325.13	10.050	4.370	1.041	1.77e-15
DPCD	ENSG00000166171.12	59.225	26.154	1.149	3.98e-16
DPEP1	ENSG00000015413.9	13.760	111.747	-2.933	1.36e-8
DPEP2	ENSG00000167261.13	3.055	0.965	1.045	9.91e-10
DPP4	ENSG00000197635.9	65.437	25.869	1.306	1.63e-3
DPP6	ENSG00000130226.16	0.050	2.710	-1.821	2.89e-17
DPT	ENSG00000143196.4	0.080	3.436	-2.038	4.68e-42
DPYS	ENSG00000147647.12	12.250	51.051	-1.974	6.92e-6
DPYSL3	ENSG00000113657.12	1.200	5.727	-1.612	5.42e-5
DRAIC	ENSG00000245750.7	0.635	4.665	-1.793	1.79e-31
DRC7	ENSG00000159625.14	5.720	0.790	1.909	3.21e-15
DTNA	ENSG00000134769.21	10.375	3.180	1.444	1.39e-20
DTX1	ENSG00000135144.7	2.415	7.055	-1.238	8.45e-12
DTX2	ENSG00000091073.19	13.805	6.275	1.025	2.62e-16
DUSP1	ENSG00000120129.5	58.116	192.557	-1.711	1.38e-5
DUSP10	ENSG00000143507.17	4.705	1.174	1.392	3.43e-15
DUSP15	ENSG00000149599.15	10.665	24.090	-1.105	4.32e-7
DUSP2	ENSG00000158050.4	2.170	5.340	-1.000	1.14e-6
DUSP26	ENSG00000133878.8	0.110	1.595	-1.225	4.68e-30
DUSP6	ENSG00000139318.7	18.115	44.944	-1.265	2.17e-3
DUSP9	ENSG00000130829.17	0.060	36.859	-5.159	2.10e-79
DYNC2LI1	ENSG00000138036.18	81.868	28.879	1.472	8.77e-9
DYNLT3	ENSG00000165169.10	11.675	25.178	-1.046	4.70e-8
DYSF	ENSG00000135636.13	3.415	10.360	-1.363	8.12e-4
E2F1	ENSG00000101412.12	2.550	0.445	1.297	1.68e-20
EBF1	ENSG00000164330.16	0.355	2.730	-1.461	9.59e-17
EBI3	ENSG00000105246.5	3.265	1.000	1.093	4.65e-12
ECHDC3	ENSG00000134463.14	16.130	50.067	-1.576	2.63e-10
EDA2R	ENSG00000131080.14	3.610	0.620	1.509	4.49e-25
EDIL3	ENSG00000164176.12	12.693	5.575	1.058	7.32e-3
EDNRA	ENSG00000151617.15	0.440	2.595	-1.320	3.40e-15
EEF1A2	ENSG00000101210.10	13.820	1.580	2.522	7.22e-8
EFCAB12	ENSG00000172771.11	3.405	1.135	1.045	6.47e-7
EFEMP1	ENSG00000115380.18	5.595	47.212	-2.870	5.63e-11
EFHD1	ENSG00000115468.11	32.959	198.293	-2.553	5.34e-18
EFNA5	ENSG00000184349.12	1.724	5.090	-1.160	4.45e-4
EFS	ENSG00000100842.12	0.230	3.415	-1.844	2.11e-21
EGF	ENSG00000138798.11	0.910	22.360	-3.612	7.13e-52
EGFL7	ENSG00000172889.15	7.520	58.415	-2.802	7.62e-33
EGFLAM	ENSG00000164318.17	0.970	3.890	-1.312	3.53e-12
EGR1	ENSG00000120738.7	39.968	109.781	-1.435	2.30e-4
EHD2	ENSG00000024422.11	40.500	17.677	1.152	9.14e-8
EHD3	ENSG00000013016.14	3.300	11.485	-1.538	1.52e-16
EHF	ENSG00000135373.12	0.530	8.489	-2.633	9.64e-20
EIF1AY	ENSG00000198692.9	1.295	20.682	-3.240	4.01e-14
ELF3	ENSG00000163435.15	304.615	104.673	1.532	1.09e-10
ELF5	ENSG00000135374.9	0.050	4.538	-2.399	1.48e-49
ELN	ENSG00000049540.16	2.205	10.434	-1.835	1.05e-9
EMCN	ENSG00000164035.9	2.480	47.502	-3.801	6.43e-53
EMID1	ENSG00000186998.15	2.355	8.235	-1.461	2.32e-16
EMILIN1	ENSG00000138080.13	5.550	17.751	-1.517	3.15e-10
EMILIN2	ENSG00000132205.10	10.080	2.994	1.472	3.57e-16
EMP3	ENSG00000142227.10	95.424	34.733	1.432	7.83e-14
EMX1	ENSG00000135638.13	21.338	62.911	-1.517	2.02e-11
ENG	ENSG00000106991.13	32.675	118.680	-1.829	2.70e-22
ENKD1	ENSG00000124074.11	42.070	19.470	1.073	3.97e-7
ENO2	ENSG00000111674.8	32.474	7.055	2.055	6.25e-18
ENOX1	ENSG00000120658.12	0.510	2.060	-1.019	3.17e-13
ENPP3	ENSG00000154269.14	6.385	1.825	1.386	1.31e-6
ENPP6	ENSG00000164303.10	0.160	3.807	-2.051	1.27e-22
HS3ST1	ENSG00000002587.9	13.120	2.830	1.882	3.05e-11
HECW1	ENSG00000002746.14	0.485	2.313	-1.158	3.49e-7
MAD1L1	ENSG00000002822.15	29.598	10.690	1.388	1.12e-15
TMEM176A	ENSG00000002933.7	559.017	200.028	1.478	3.71e-6
KLHL13	ENSG00000003096.13	4.645	12.190	-1.224	4.01e-3
TFPI	ENSG00000003436.14	56.895	26.899	1.053	3.85e-5
SLC7A2	ENSG00000003989.16	0.680	4.344	-1.669	4.79e-10
HSPB6	ENSG00000004776.11	3.369	24.524	-2.547	2.85e-21
PDK4	ENSG00000004799.7	9.405	46.993	-2.206	1.90e-14
ZMYND10	ENSG00000004838.13	20.920	3.424	2.309	2.14e-11
SLC4A1	ENSG00000004939.13	0.030	50.229	-5.636	4.17e-99
PRSS22	ENSG00000005001.9	0.210	8.013	-2.897	7.67e-31
HOXA11	ENSG00000005073.5	0.560	2.123	-1.001	4.55e-3
THSD7A	ENSG00000005108.15	1.690	5.630	-1.301	4.27e-8
WDR54	ENSG00000005448.16	35.484	16.260	1.080	1.76e-8
ITGA3	ENSG00000005884.17	220.211	70.585	1.628	4.77e-15
TMEM98	ENSG00000006042.11	102.479	28.284	1.821	4.15e-15
TMEM132A	ENSG00000006118.14	19.685	6.825	1.402	2.17e-9
TNFRSF12A	ENSG00000006327.13	354.956	68.279	2.361	2.83e-31
USH1C	ENSG00000006611.15	107.761	47.392	1.168	2.25e-5
TBXA2R	ENSG00000006638.11	0.520	3.384	-1.528	3.40e-29
UPP2	ENSG00000007001.12	0.570	4.620	-1.840	1.20e-20
SLC13A2	ENSG00000007216.14	0.815	10.968	-2.721	4.15e-14
RHBDF1	ENSG00000007384.15	28.374	13.460	1.022	3.76e-14
SELE	ENSG00000007908.15	0.070	1.640	-1.303	3.01e-25
FMO3	ENSG00000007933.12	1.015	4.256	-1.383	8.43e-10
TFAP2B	ENSG00000008196.12	0.000	8.700	-3.278	5.25e-81
MGST1	ENSG00000008394.12	241.394	115.555	1.056	2.77e-3
IL32	ENSG00000008517.16	903.354	205.444	2.131	1.14e-15
IYD	ENSG00000009765.14	1.130	3.430	-1.056	4.21e-7
ETV7	ENSG00000010030.13	2.895	0.830	1.090	2.50e-11
SEMA3G	ENSG00000010319.6	1.270	18.312	-3.089	1.05e-53
PRSS3	ENSG00000010438.16	0.040	1.790	-1.424	1.16e-18
LRRC23	ENSG00000010626.14	27.855	12.879	1.056	9.27e-18
MRC2	ENSG00000011028.13	6.470	15.877	-1.176	7.83e-4
NME2	ENSG00000011052.21	22.305	6.955	1.551	2.50e-15
SYT7	ENSG00000011347.9	0.080	4.755	-2.414	1.74e-44
PLAUR	ENSG00000011422.11	13.550	5.335	1.200	1.67e-9
TYROBP	ENSG00000011600.11	144.542	27.049	2.375	5.46e-22
TMEM159	ENSG00000011638.10	37.360	17.945	1.018	2.55e-18
KDM5D	ENSG00000012817.15	1.015	9.103	-2.326	4.70e-14
MVP	ENSG00000013364.18	264.816	104.412	1.334	1.44e-22
GPRC5A	ENSG00000013588.5	2.650	8.270	-1.345	8.89e-4
WAS	ENSG00000015285.10	6.500	2.252	1.205	3.29e-10
XYLT2	ENSG00000015532.9	25.094	11.575	1.053	7.65e-21
VSIG2	ENSG00000019102.11	0.130	2.740	-1.727	3.29e-13
MARCO	ENSG00000019169.10	3.695	0.660	1.500	8.49e-9
SNAI2	ENSG00000019549.8	0.750	5.375	-1.865	6.24e-30
HGF	ENSG00000019991.15	1.040	3.737	-1.215	1.93e-10
SLC7A9	ENSG00000021488.12	2.295	11.368	-1.908	8.52e-8
FHL1	ENSG00000022267.16	349.620	34.480	3.305	4.85e-10
NLRP2	ENSG00000022556.15	0.295	1.745	-1.084	1.82e-3
GRAMD1B	ENSG00000023171.14	0.670	4.095	-1.609	5.46e-17
TYMP	ENSG00000025708.12	56.629	14.431	1.901	5.91e-14
VIM	ENSG00000026025.13	1115.171	337.348	1.722	3.42e-24
FAS	ENSG00000026103.19	15.155	6.785	1.053	2.71e-9
RNASET2	ENSG00000026297.15	143.573	33.371	2.073	6.00e-23
SLAMF7	ENSG00000026751.16	1.795	0.345	1.055	1.42e-5
