Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
CTD-2013N17.6	ENSG00000280332.1	5.500	0.420	2.195	1.71e-18
CTD-2013N24.2	ENSG00000244513.6	12.370	1.725	2.295	8.42e-12
CTD-2015H6.3	ENSG00000249042.5	1.470	0.100	1.167	5.17e-4
CTD-2017C7.3	ENSG00000259161.2	1.080	0.000	1.057	2.54e-3
CTD-2017D11.1	ENSG00000268362.5	11.550	0.735	2.855	1.09e-8
CTD-2017D11.2	ENSG00000279425.1	10.390	0.310	3.120	6.04e-13
CTD-2017F17.1	ENSG00000275332.1	2.080	0.000	1.623	2.89e-6
CTD-2017F17.2	ENSG00000274383.1	10.300	1.285	2.306	1.07e-5
CTD-2020K17.3	ENSG00000233175.2	4.790	1.130	1.443	2.61e-3
CTD-2021H9.3	ENSG00000258053.1	0.000	1.595	-1.376	1.73e-20
CTD-2024D23.1	ENSG00000254082.5	0.000	1.275	-1.186	2.43e-9
CTD-2024I7.13	ENSG00000246422.2	3.590	0.050	2.128	3.45e-6
CTD-2027I19.3	ENSG00000276030.1	1.100	0.000	1.070	2.75e-3
CTD-2035E11.4	ENSG00000272382.1	1.960	0.100	1.428	6.02e-6
CTD-2035E11.5	ENSG00000272144.1	5.040	0.420	2.089	1.35e-9
CTD-2036P10.6	ENSG00000274403.1	2.920	0.765	1.151	2.53e-5
CTD-2047H16.2	ENSG00000262979.1	1.480	0.065	1.220	3.69e-4
CTD-2047H16.4	ENSG00000263069.5	5.620	0.430	2.211	1.82e-7
CTD-2054N24.2	ENSG00000259363.5	6.920	0.265	2.646	2.29e-9
CTD-2062A1.2	ENSG00000275506.1	4.230	0.063	2.299	9.34e-7
CTD-2083E4.5	ENSG00000250848.1	4.000	0.620	1.626	2.67e-5
CTD-2095E4.3	ENSG00000280033.1	4.570	0.950	1.514	2.97e-4
CTD-2124B8.2	ENSG00000270558.1	1.880	0.330	1.115	8.50e-5
CTD-2134P3.2	ENSG00000270495.1	0.000	1.750	-1.459	8.58e-13
CTD-2145A24.4	ENSG00000264273.1	1.590	0.000	1.373	2.45e-3
CTD-2179L22.1	ENSG00000253558.1	1.640	0.020	1.372	1.25e-8
CTD-2184D3.5	ENSG00000259712.1	3.180	0.465	1.513	4.16e-6
CTD-2184D3.7	ENSG00000259709.1	1.270	0.000	1.183	1.27e-5
CTD-2192J16.20	ENSG00000269693.1	2.550	0.580	1.168	4.73e-4
CTD-2207O23.3	ENSG00000268861.5	17.800	0.000	4.233	9.41e-19
CTD-2210P15.3	ENSG00000279557.1	1.470	0.130	1.128	1.97e-5
CTD-2215E18.1	ENSG00000251513.2	0.110	1.350	-1.082	1.31e-12
CTD-2227E11.1	ENSG00000270933.1	0.000	6.345	-2.877	9.58e-55
CTD-2231E14.8	ENSG00000269243.1	44.200	18.330	1.225	3.02e-3
CTD-2233K9.1	ENSG00000279948.1	3.140	0.160	1.835	3.28e-6
CTD-2240E14.4	ENSG00000267387.1	2.370	0.260	1.419	7.52e-6
CTD-2256P15.2	ENSG00000259802.1	0.770	3.110	-1.215	4.14e-6
CTD-2260A17.1	ENSG00000248734.2	4.370	0.720	1.643	9.82e-3
CTD-2267D19.1	ENSG00000278918.1	1.590	0.210	1.098	5.04e-3
CTD-2267D19.3	ENSG00000266208.1	1.210	7.175	-1.887	5.09e-4
CTD-2270P14.1	ENSG00000260565.6	11.370	2.100	1.997	6.53e-6
CTD-2270P14.2	ENSG00000279901.1	2.020	0.310	1.205	8.75e-4
CTD-2275D10.2	ENSG00000250574.1	2.440	0.000	1.782	1.55e-3
CTD-2278I10.4	ENSG00000269815.1	4.020	1.285	1.136	5.37e-4
CTD-2286N8.1	ENSG00000279474.1	1.310	0.000	1.208	1.76e-9
CTD-2287O16.1	ENSG00000185641.6	14.010	60.837	-2.043	7.50e-3
CTD-2301A4.3	ENSG00000240729.1	5.030	0.000	2.592	2.75e-11
CTD-2302E22.5	ENSG00000270878.1	1.570	0.120	1.198	1.94e-4
CTD-2303H24.2	ENSG00000273018.5	18.790	0.245	3.991	3.85e-5
CTD-2306A12.1	ENSG00000273972.1	1.770	0.000	1.470	8.45e-8
CTD-2313J17.1	ENSG00000258922.1	1.060	0.000	1.043	1.71e-3
CTD-2313J17.5	ENSG00000260361.1	1.650	0.300	1.027	2.67e-4
CTD-2325M2.1	ENSG00000267939.1	0.210	3.230	-1.806	1.17e-12
CTD-2349P21.10	ENSG00000265791.1	5.530	0.435	2.186	7.13e-4
CTD-2349P21.12	ENSG00000276250.1	6.400	0.215	2.607	8.91e-15
CTD-2349P21.3	ENSG00000280069.1	5.490	0.330	2.287	1.10e-8
CTD-2349P21.5	ENSG00000263603.1	6.250	0.240	2.548	9.03e-6
CTD-2349P21.6	ENSG00000265443.1	6.330	0.130	2.697	5.60e-8
CTD-2349P21.7	ENSG00000279337.1	0.000	8.625	-3.267	1.22e-16
CTD-2349P21.9	ENSG00000266490.1	15.500	2.474	2.248	2.18e-8
CTD-2353F22.1	ENSG00000250155.1	8.870	1.030	2.282	1.06e-4
CTD-2357A8.2	ENSG00000279570.1	3.180	0.060	1.979	8.26e-6
CTD-2368P22.1	ENSG00000176593.7	6.110	0.055	2.753	5.30e-7
CTD-2371O3.2	ENSG00000254397.1	1.460	0.070	1.201	3.59e-3
CTD-2373H9.3	ENSG00000279339.1	3.210	0.000	2.074	1.07e-9
CTD-2373H9.5	ENSG00000267491.1	5.010	0.000	2.587	4.13e-11
CTD-2374C24.1	ENSG00000253584.1	0.000	2.395	-1.763	1.73e-25
CTD-2381F24.1	ENSG00000255492.1	1.570	0.000	1.362	1.10e-5
CTD-2384A14.1	ENSG00000258038.5	0.000	4.030	-2.331	7.03e-51
CTD-2410N18.4	ENSG00000273345.5	1.760	0.335	1.048	2.51e-4
CTD-2515A14.1	ENSG00000261669.1	1.240	0.080	1.052	3.79e-6
CTD-2521M24.6	ENSG00000269481.1	4.970	1.385	1.324	9.48e-5
CTD-2522E6.4	ENSG00000237351.1	1.560	0.110	1.206	1.96e-10
CTD-2527I21.14	ENSG00000271032.1	3.330	0.520	1.510	1.49e-3
CTD-2528A14.5	ENSG00000269066.1	3.710	0.000	2.236	1.74e-10
CTD-2528L19.6	ENSG00000267152.1	4.020	0.645	1.610	3.93e-8
CTD-2535I10.1	ENSG00000260289.1	0.000	1.195	-1.134	6.56e-11
CTD-2537I9.13	ENSG00000267096.1	1.940	0.435	1.035	3.41e-5
CTD-2537I9.18	ENSG00000276488.1	3.930	0.895	1.379	5.84e-4
CTD-2540B15.11	ENSG00000267580.1	12.220	0.215	3.444	3.62e-4
CTD-2540F13.2	ENSG00000267892.1	0.380	1.930	-1.086	6.01e-3
CTD-2542L18.1	ENSG00000260417.1	3.760	0.255	1.923	2.28e-8
CTD-2553L13.9	ENSG00000279329.1	1.530	0.040	1.283	2.49e-3
CTD-2555A7.3	ENSG00000261546.1	1.150	0.060	1.020	1.17e-6
CTD-2555C10.3	ENSG00000259230.1	0.070	1.950	-1.463	2.54e-25
CTD-2555O16.2	ENSG00000258824.2	2.290	0.225	1.425	4.68e-5
CTD-2555O16.4	ENSG00000272909.1	3.190	0.575	1.412	4.88e-7
CTD-2561B21.8	ENSG00000280351.2	4.200	0.510	1.784	2.61e-6
CTD-2561J22.2	ENSG00000213976.4	3.070	0.105	1.881	2.02e-3
CTD-2562J17.2	ENSG00000255395.1	0.000	2.985	-1.995	3.15e-26
CTD-2562J17.6	ENSG00000279117.1	36.420	3.840	2.951	1.52e-18
CTD-2574D22.3	ENSG00000279789.1	4.030	0.750	1.523	5.28e-10
CTD-2576D5.4	ENSG00000261448.1	1.210	27.700	-3.699	3.19e-21
CTD-2576F9.1	ENSG00000260521.2	0.180	1.785	-1.239	1.32e-14
CTD-2583A14.11	ENSG00000270804.1	21.819	4.795	1.977	1.59e-7
CTD-2583A14.8	ENSG00000269867.1	9.870	2.340	1.702	2.82e-6
CTD-2583P5.3	ENSG00000261158.1	2.570	0.000	1.836	8.28e-5
CTD-2587H19.2	ENSG00000268496.1	1.310	0.000	1.208	7.49e-3
CTD-2587H19.3	ENSG00000269873.1	4.610	0.000	2.488	3.34e-5
CTD-2587H24.10	ENSG00000267649.1	3.810	1.075	1.213	5.92e-5
CTD-2587H24.5	ENSG00000267577.1	0.000	1.075	-1.053	1.65e-19
CTD-2600H12.2	ENSG00000280067.1	6.390	0.490	2.310	6.68e-18
CTD-2616J11.2	ENSG00000255441.1	0.850	4.450	-1.559	5.26e-10
CTD-2616J11.3	ENSG00000254760.1	0.590	3.220	-1.408	5.59e-10
CTD-2619J13.17	ENSG00000268912.1	3.260	0.495	1.511	4.79e-5
CTD-2619J13.8	ENSG00000268230.5	2.320	0.190	1.480	3.12e-4
CTD-2619J13.9	ENSG00000268049.1	3.670	0.455	1.682	1.51e-3
CTD-2622I13.3	ENSG00000268670.1	3.950	0.310	1.918	3.68e-6
CTD-2623N2.3	ENSG00000267370.1	4.390	0.760	1.615	7.83e-6
CTD-2647E9.3	ENSG00000259188.5	9.620	0.000	3.409	4.81e-7
CTD-2666L21.2	ENSG00000234750.1	5.140	0.260	2.285	1.93e-5
CTD-3014M21.1	ENSG00000279602.1	5.520	0.115	2.548	7.08e-4
CTD-3020H12.4	ENSG00000271717.1	1.070	0.000	1.050	1.13e-3
CTD-3025N20.3	ENSG00000272010.1	2.440	0.655	1.056	4.33e-3
CTD-3060P21.1	ENSG00000262884.1	2.000	0.000	1.585	7.50e-6
CTD-3064M3.7	ENSG00000271959.1	0.100	4.430	-2.303	3.57e-29
CTD-3088G3.8	ENSG00000188897.8	4.330	0.860	1.519	8.20e-4
CTD-3092A11.1	ENSG00000215302.8	12.720	0.905	2.848	6.25e-14
CTD-3092A11.2	ENSG00000270055.1	21.681	6.605	1.576	4.06e-5
CTD-3094K11.1	ENSG00000259704.1	2.900	0.155	1.756	4.56e-7
CTD-3105H18.11	ENSG00000234003.1	1.210	0.000	1.144	4.47e-6
CTD-3105H18.8	ENSG00000236483.1	1.010	0.000	1.007	8.71e-5
CTD-3126B10.2	ENSG00000279162.1	1.410	0.080	1.158	5.24e-7
CTD-3126B10.5	ENSG00000279057.1	2.230	0.265	1.352	1.61e-6
CTD-3137H5.5	ENSG00000279262.1	1.580	0.070	1.270	5.30e-7
CTD-3138B18.6	ENSG00000268201.1	5.100	0.800	1.761	4.25e-3
CTD-3195I5.3	ENSG00000262692.1	1.140	0.000	1.098	6.32e-3
CTD-3220F14.2	ENSG00000267682.1	4.190	0.000	2.376	1.68e-5
CTD-3222D19.4	ENSG00000279977.1	1.770	0.050	1.400	2.69e-5
CTD-3222D19.9	ENSG00000279748.1	1.400	0.100	1.126	4.37e-5
CTD-3234P18.6	ENSG00000276071.1	2.320	0.050	1.661	4.64e-6
CTD-3236F5.1	ENSG00000240808.1	4.070	0.000	2.342	1.84e-7
CTD-3252C9.2	ENSG00000267582.1	1.660	0.000	1.411	7.32e-3
CTDSP1	ENSG00000144579.7	86.222	33.091	1.355	1.93e-3
CTF1	ENSG00000150281.6	0.950	3.450	-1.190	5.37e-5
CTH	ENSG00000116761.11	1.290	26.225	-3.572	2.84e-20
CTNNAL1	ENSG00000119326.14	6.930	40.575	-2.390	2.46e-9
CTSA	ENSG00000064601.16	255.857	47.871	2.394	2.13e-8
CTSG	ENSG00000100448.3	123.459	0.000	6.960	2.56e-7
CTSH	ENSG00000103811.15	42.060	203.501	-2.248	6.91e-3
CTSL	ENSG00000135047.14	5.600	212.393	-5.015	2.06e-8
CTSO	ENSG00000256043.2	11.580	0.100	3.516	1.79e-13
CTSW	ENSG00000172543.7	81.780	0.140	6.182	2.26e-17
CTTN	ENSG00000085733.15	1.430	106.731	-5.470	1.09e-14
CTU2	ENSG00000174177.12	7.330	29.445	-1.870	1.11e-9
CTXN1	ENSG00000178531.5	0.190	16.235	-3.856	1.37e-24
CUBN	ENSG00000107611.14	1.470	0.070	1.207	1.37e-4
CUL7	ENSG00000044090.8	11.200	27.255	-1.212	9.33e-5
CUL9	ENSG00000112659.13	41.040	9.150	2.050	2.34e-9
CUTA	ENSG00000112514.15	88.028	319.372	-1.847	2.80e-11
CUX1	ENSG00000257923.9	80.571	26.801	1.553	5.14e-8
CWF19L2	ENSG00000152404.15	16.800	7.005	1.153	3.67e-5
CXCL11	ENSG00000169248.12	0.040	5.865	-2.723	4.58e-32
CXCR2	ENSG00000180871.7	3.750	0.060	2.164	5.74e-3
CXCR4	ENSG00000121966.6	176.484	0.140	7.283	7.73e-26
CXCR6	ENSG00000172215.5	2.100	0.440	1.106	4.77e-3
CXorf21	ENSG00000120280.5	30.730	0.080	4.877	1.66e-9
CXorf40B	ENSG00000197021.8	16.800	43.691	-1.328	4.64e-6
CXorf65	ENSG00000204165.5	6.920	1.610	1.601	4.07e-6
CYB561D2	ENSG00000114395.10	18.860	7.595	1.208	2.26e-3
CYB5A	ENSG00000166347.18	18.191	39.825	-1.089	2.59e-3
CYB5R2	ENSG00000166394.14	0.170	9.825	-3.210	7.98e-10
CYBB	ENSG00000165168.7	64.511	0.955	5.067	2.08e-3
CYC1	ENSG00000179091.4	66.242	207.425	-1.632	7.47e-9
CYCS	ENSG00000172115.8	45.000	333.039	-2.860	1.77e-16
CYCSP2	ENSG00000259547.1	2.420	0.000	1.774	1.26e-5
CYCSP34	ENSG00000176268.5	3.010	0.000	2.004	5.27e-5
CYCSP4	ENSG00000229120.2	1.520	0.000	1.333	5.70e-3
CYFIP2	ENSG00000055163.18	52.269	2.680	3.855	3.59e-10
CYLD	ENSG00000083799.17	37.270	5.735	2.506	1.42e-11
CYP20A1	ENSG00000119004.14	16.959	5.840	1.393	2.09e-4
CYP26A1	ENSG00000095596.11	0.050	3.865	-2.212	2.29e-18
CYP2D6	ENSG00000100197.20	2.870	0.160	1.738	3.15e-9
CYP2F2P	ENSG00000237118.2	0.130	2.825	-1.759	5.56e-18
CYP4F30P	ENSG00000214081.7	0.000	1.495	-1.319	5.65e-33
CYP4V2	ENSG00000145476.15	8.240	2.250	1.507	3.11e-3
CYP51A1	ENSG00000001630.15	16.220	117.184	-2.779	3.48e-12
CYR61	ENSG00000142871.15	0.260	2.160	-1.327	1.50e-11
CYSLTR1	ENSG00000173198.5	17.360	0.080	4.087	8.70e-11
CYSLTR2	ENSG00000152207.7	3.580	0.000	2.195	3.13e-3
CYSTM1	ENSG00000120306.9	6.640	92.180	-3.608	6.50e-6
CYTH1	ENSG00000108669.16	56.649	18.320	1.577	7.39e-3
CYTH4	ENSG00000100055.20	55.861	2.000	4.244	3.45e-3
CYTIP	ENSG00000115165.9	30.490	0.860	4.082	1.80e-6
CYTL1	ENSG00000170891.10	32.890	0.060	4.999	6.07e-7
DACH1	ENSG00000276644.4	4.810	0.050	2.468	4.01e-3
DACT3	ENSG00000197380.10	0.080	2.055	-1.500	6.08e-7
DAGLB	ENSG00000164535.14	36.501	7.370	2.164	7.29e-10
DAP3	ENSG00000132676.15	99.002	234.021	-1.233	9.07e-16
DAPK1-IT1	ENSG00000236709.1	1.400	0.000	1.263	2.07e-3
DARS2	ENSG00000117593.9	14.990	41.194	-1.400	8.56e-8
DBF4	ENSG00000006634.7	15.800	68.443	-2.047	2.83e-12
DBNDD1	ENSG00000003249.13	0.440	10.025	-2.937	2.04e-5
DBNDD2	ENSG00000244274.7	5.060	39.360	-2.736	7.58e-4
DCAF13	ENSG00000164934.13	33.439	68.850	-1.020	1.85e-5
DCAF13P3	ENSG00000259378.1	1.310	0.055	1.131	5.70e-7
DCAF4L2	ENSG00000176566.4	0.000	9.150	-3.343	4.44e-86
DCAF5	ENSG00000139990.17	35.009	15.385	1.136	1.31e-3
DCDC2B	ENSG00000222046.2	1.240	0.070	1.066	9.93e-8
DCHS2	ENSG00000197410.12	0.000	5.875	-2.781	9.33e-37
DCLRE1C	ENSG00000152457.17	30.689	6.820	2.019	6.65e-11
DCP1A	ENSG00000272886.5	23.360	8.925	1.295	1.47e-7
DCP1B	ENSG00000151065.13	14.630	3.215	1.891	1.25e-11
DCTN2	ENSG00000175203.15	68.208	176.068	-1.355	8.35e-10
DCUN1D2	ENSG00000150401.14	20.320	9.360	1.041	4.90e-3
DCUN1D5	ENSG00000137692.11	15.680	107.582	-2.703	4.11e-21
DCXR	ENSG00000169738.7	46.481	142.700	-1.598	6.19e-6
DDA1	ENSG00000130311.10	22.910	49.305	-1.073	3.71e-4
DDHD1	ENSG00000100523.14	19.240	3.505	2.168	4.36e-4
DDIT3	ENSG00000175197.10	19.180	140.006	-2.805	9.77e-8
DDIT4	ENSG00000168209.4	19.010	215.881	-3.438	8.27e-4
DDR1	ENSG00000204580.11	1.380	22.015	-3.274	8.80e-8
DDT	ENSG00000099977.13	44.851	113.866	-1.325	1.62e-4
DDX1	ENSG00000079785.14	44.879	115.603	-1.346	3.80e-8
DDX17	ENSG00000100201.18	409.380	116.658	1.802	6.22e-6
DDX18P1	ENSG00000259165.1	1.700	0.050	1.363	7.76e-6
DDX18P5	ENSG00000255220.1	3.720	0.000	2.239	2.78e-9
DDX21	ENSG00000165732.12	57.851	122.917	-1.074	2.88e-3
DDX3P1	ENSG00000232928.2	1.250	0.020	1.141	2.20e-5
DDX5	ENSG00000108654.11	786.715	350.761	1.163	1.03e-3
DDX53	ENSG00000184735.6	0.000	1.890	-1.531	3.32e-62
DDX58	ENSG00000107201.9	8.980	0.585	2.655	3.14e-11
DDX60	ENSG00000137628.16	8.360	0.200	2.963	2.58e-3
DDX60L	ENSG00000181381.13	29.060	3.685	2.682	7.93e-3
DEF8	ENSG00000140995.16	23.360	55.090	-1.203	4.82e-4
DENND1B	ENSG00000213047.11	14.670	4.190	1.594	3.54e-4
DENND1C	ENSG00000205744.9	36.131	1.240	4.051	1.38e-17
DENND2D	ENSG00000162777.16	26.761	0.110	4.644	3.75e-25
DENND3	ENSG00000105339.10	176.044	1.120	6.384	8.93e-31
DENND4A	ENSG00000174485.14	36.859	9.035	1.916	2.19e-5
DENND6A	ENSG00000174839.12	26.440	5.335	2.115	2.12e-5
DENND6A-AS1	ENSG00000239801.1	2.080	0.000	1.623	4.51e-7
DEPDC1	ENSG00000024526.16	4.580	15.740	-1.585	1.27e-4
DEPDC1B	ENSG00000035499.12	8.780	32.631	-1.782	5.30e-6
DEPDC5	ENSG00000100150.16	42.141	5.240	2.789	3.92e-12
DEPTOR	ENSG00000155792.9	13.820	0.070	3.792	2.24e-9
DERA	ENSG00000023697.12	24.760	7.885	1.536	7.78e-4
DES	ENSG00000175084.11	0.200	25.195	-4.448	7.22e-12
DFNA5	ENSG00000105928.13	1.650	6.170	-1.436	9.43e-3
DGCR12	ENSG00000281530.1	2.610	0.655	1.125	1.20e-4
DGCR14	ENSG00000100056.11	8.580	29.805	-1.685	2.42e-10
DGCR6L	ENSG00000128185.9	19.680	73.730	-1.853	5.74e-6
DGCR8	ENSG00000128191.13	29.850	61.639	-1.022	9.83e-5
DGKA	ENSG00000065357.19	67.181	8.565	2.834	1.65e-9
DGKD	ENSG00000077044.9	56.148	13.450	1.984	1.01e-4
DGKG	ENSG00000058866.14	17.771	0.200	3.967	4.77e-17
DGKZ	ENSG00000149091.15	188.522	48.515	1.936	1.21e-5
DGKZP1	ENSG00000179611.3	4.060	0.565	1.693	4.72e-12
DGUOK	ENSG00000114956.19	37.540	100.398	-1.396	1.34e-15
DHCR24	ENSG00000116133.11	9.870	102.774	-3.255	4.46e-3
DHCR7	ENSG00000172893.15	9.820	192.117	-4.158	1.66e-10
DHDH	ENSG00000104808.7	0.050	4.455	-2.377	6.32e-39
DHFRP1	ENSG00000188985.6	12.840	44.375	-1.713	1.52e-5
DHH	ENSG00000139549.2	0.050	1.305	-1.134	9.17e-25
DHRS11	ENSG00000278535.4	9.120	45.540	-2.201	9.60e-3
DHRS12	ENSG00000102796.10	10.420	1.670	2.097	7.86e-9
DHRS2	ENSG00000100867.14	0.000	31.555	-5.025	2.08e-139
DHRS3	ENSG00000162496.8	3.810	32.971	-2.820	5.34e-5
DHRS7	ENSG00000100612.13	55.572	23.455	1.210	4.08e-8
DHRSX	ENSG00000169084.12	20.730	5.205	1.808	8.52e-5
DHRSX-IT1	ENSG00000223571.5	2.240	0.000	1.696	3.14e-6
DHX58	ENSG00000108771.12	11.330	3.765	1.372	2.51e-4
DIABLO	ENSG00000184047.15	38.689	90.030	-1.198	1.31e-13
DIAPH2	ENSG00000147202.17	18.260	0.150	4.066	1.29e-14
DIAPH2-AS1	ENSG00000236256.9	2.160	0.000	1.660	1.85e-5
DIAPH3	ENSG00000139734.17	3.150	12.025	-1.650	1.65e-8
DICER1	ENSG00000100697.14	43.069	6.185	2.617	3.69e-4
DICER1-AS1	ENSG00000235706.7	3.560	0.590	1.520	2.56e-3
DIRAS1	ENSG00000176490.4	0.660	5.730	-2.019	5.97e-3
DIRAS3	ENSG00000162595.4	0.070	29.195	-4.819	6.43e-30
DIRC2	ENSG00000138463.8	5.080	1.040	1.575	6.88e-3
DIS3L	ENSG00000166938.12	35.750	10.460	1.681	2.74e-4
DIS3L2	ENSG00000144535.19	20.120	8.030	1.226	2.97e-4
DISC1	ENSG00000162946.20	14.910	0.055	3.915	4.25e-19
DISP1	ENSG00000154309.8	2.510	0.040	1.755	1.38e-6
DIXDC1	ENSG00000150764.13	1.900	4.850	-1.012	4.90e-3
DKC1	ENSG00000130826.15	63.729	164.084	-1.351	7.16e-9
DKKL1	ENSG00000104901.6	0.000	1.505	-1.325	1.67e-23
DLAT	ENSG00000150768.15	19.419	58.316	-1.538	3.60e-9
DLD	ENSG00000091140.12	47.029	138.361	-1.537	8.26e-10
DLEC1	ENSG00000008226.19	1.520	0.090	1.209	1.56e-4
DLG3	ENSG00000082458.11	0.570	6.265	-2.210	1.32e-7
DLG4	ENSG00000132535.18	25.359	9.050	1.391	2.00e-3
DLGAP1-AS2	ENSG00000262001.1	2.280	39.310	-3.619	2.73e-12
DLGAP4-AS1	ENSG00000232907.7	2.670	0.545	1.248	8.63e-5
DLGAP5	ENSG00000126787.12	7.750	41.491	-2.280	1.45e-6
DLK1	ENSG00000185559.13	0.060	164.911	-7.290	3.04e-8
DLX1	ENSG00000144355.14	0.100	8.220	-3.067	1.07e-35
DLX2	ENSG00000115844.10	0.030	2.060	-1.571	6.09e-31
DMBX1	ENSG00000197587.10	0.000	5.815	-2.769	1.56e-106
DMC1	ENSG00000100206.9	1.640	7.575	-1.700	2.34e-4
DMD	ENSG00000198947.14	0.250	9.020	-3.003	2.98e-20
DMKN	ENSG00000161249.20	0.160	4.025	-2.115	1.33e-8
DMPK	ENSG00000104936.17	2.440	16.305	-2.331	3.13e-6
DMWD	ENSG00000185800.11	3.700	18.255	-2.035	1.34e-4
DNAAF3	ENSG00000167646.13	0.880	28.964	-3.994	1.77e-5
DNAAF5	ENSG00000164818.15	13.670	28.974	-1.031	2.58e-4
DNAH1	ENSG00000114841.17	22.139	0.470	3.976	3.66e-19
DNAH14	ENSG00000185842.14	6.560	87.541	-3.550	2.27e-13
DNAH17	ENSG00000187775.16	4.800	0.405	2.045	3.90e-4
DNAH8	ENSG00000124721.17	0.020	2.540	-1.795	4.76e-15
DNAJA4	ENSG00000140403.12	17.610	0.355	3.780	1.17e-5
DNAJB4	ENSG00000162616.8	8.370	18.775	-1.078	3.41e-4
DNAJB5	ENSG00000137094.14	0.690	5.820	-2.013	3.41e-14
DNAJC12	ENSG00000108176.14	3.240	41.771	-3.335	7.00e-8
DNAJC13	ENSG00000138246.15	28.300	5.540	2.164	2.48e-6
DNAJC15	ENSG00000120675.5	5.770	0.815	1.899	1.34e-6
DNAJC19	ENSG00000205981.6	22.751	61.035	-1.385	1.39e-7
DNAJC19P5	ENSG00000225808.1	9.070	1.880	1.806	1.73e-4
DNAJC19P6	ENSG00000220871.1	1.230	0.000	1.157	2.05e-3
DNAJC21	ENSG00000168724.14	32.910	74.726	-1.159	1.16e-8
DNAJC6	ENSG00000116675.15	1.970	29.340	-3.353	1.43e-5
DNAJC8	ENSG00000126698.10	66.819	137.872	-1.034	2.19e-9
DNAJC9	ENSG00000213551.4	24.560	65.885	-1.388	3.80e-8
DNALI1	ENSG00000163879.10	0.270	3.840	-1.930	1.01e-9
DNASE1	ENSG00000213918.10	31.701	9.345	1.660	5.44e-4
DND1P1	ENSG00000264070.1	4.320	0.000	2.411	5.09e-6
DNMT3A	ENSG00000119772.16	32.719	6.685	2.134	3.04e-5
DNMT3B	ENSG00000088305.18	9.710	45.190	-2.109	2.42e-3
DNPH1	ENSG00000112667.12	16.240	156.578	-3.192	7.22e-15
DOCK10	ENSG00000135905.18	30.950	0.360	4.554	1.44e-7
DOCK2	ENSG00000134516.15	99.029	17.990	2.397	6.44e-12
DOCK5	ENSG00000147459.17	51.531	0.065	5.624	1.41e-22
DOCK6	ENSG00000130158.13	1.620	13.640	-2.482	8.23e-3
DOCK8	ENSG00000107099.15	92.231	21.910	2.025	4.96e-5
DOCK9	ENSG00000088387.17	2.410	12.220	-1.955	2.93e-4
DOCK9-AS2	ENSG00000260992.1	0.000	2.065	-1.616	8.41e-12
DOK3	ENSG00000146094.13	109.629	16.905	2.627	1.32e-6
DOLPP1	ENSG00000167130.17	8.360	19.385	-1.123	2.00e-5
DONSON	ENSG00000159147.17	19.960	53.369	-1.375	1.23e-9
DOPEY1	ENSG00000083097.14	14.640	2.460	2.176	2.88e-5
DOPEY2	ENSG00000142197.12	19.311	2.280	2.630	1.89e-14
DPCD	ENSG00000166171.12	5.850	23.075	-1.813	3.36e-9
DPEP2	ENSG00000167261.13	33.369	2.565	3.269	6.54e-7
DPH3	ENSG00000154813.9	9.790	27.775	-1.415	2.11e-5
DPM1	ENSG00000000419.12	27.660	82.865	-1.549	2.29e-10
DPM2	ENSG00000136908.17	30.210	69.830	-1.182	4.03e-13
DPM3	ENSG00000179085.7	23.720	75.816	-1.636	3.05e-6
DPP9-AS1	ENSG00000205790.1	1.620	0.135	1.207	3.87e-8
DPRXP3	ENSG00000282308.1	3.170	0.000	2.060	7.07e-4
DPRXP4	ENSG00000264743.2	5.500	0.000	2.700	1.37e-8
DPY19L2	ENSG00000177990.11	14.560	0.140	3.771	8.58e-6
DPY19L2P2	ENSG00000170629.14	5.860	0.100	2.641	2.37e-5
DPY30	ENSG00000162961.13	36.259	83.646	-1.184	7.01e-7
DPYD	ENSG00000188641.12	21.900	0.150	4.316	4.65e-6
DRAM1	ENSG00000136048.13	27.219	2.410	3.049	8.60e-8
DSCR10	ENSG00000233316.3	0.000	2.810	-1.930	1.14e-23
DSCR4	ENSG00000184029.9	0.000	13.760	-3.884	5.09e-113
DSCR4-IT1	ENSG00000223608.1	0.000	6.125	-2.833	9.38e-61
DSCR8	ENSG00000198054.11	0.000	145.911	-7.199	3.15e-155
DSE	ENSG00000111817.16	9.510	0.300	3.015	1.14e-6
DSG2	ENSG00000046604.12	0.110	35.719	-5.048	1.26e-5
DSTN	ENSG00000125868.15	34.709	92.401	-1.387	5.93e-3
DSTNP1	ENSG00000230982.1	10.060	1.195	2.333	1.08e-3
DTL	ENSG00000143476.17	17.900	49.080	-1.406	4.23e-6
DTNB	ENSG00000138101.18	13.460	0.690	3.097	3.51e-13
DTX3	ENSG00000178498.15	1.840	0.160	1.292	9.42e-3
DTX3L	ENSG00000163840.9	21.341	3.210	2.408	6.84e-6
DUOX1	ENSG00000137857.17	2.170	0.405	1.174	8.75e-3
DUS4L	ENSG00000105865.10	6.800	18.480	-1.320	4.52e-9
DUSP1	ENSG00000120129.5	211.365	7.560	4.633	1.49e-14
DUSP13	ENSG00000079393.20	0.000	22.825	-4.574	6.30e-105
DUSP18	ENSG00000167065.13	13.300	1.370	2.593	1.38e-10
DUSP2	ENSG00000158050.4	15.730	0.100	3.927	1.06e-7
