Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
D2HGDH	ENSG00000180902.16	12.370	51.154	-1.964	6.39e-13
DAAM1	ENSG00000100592.15	6.160	20.604	-1.593	1.10e-6
DAAM2	ENSG00000146122.16	6.660	18.670	-1.361	1.25e-6
DAB2IP	ENSG00000136848.16	13.930	42.549	-1.544	6.04e-11
DACT2	ENSG00000164488.11	6.500	1.110	1.830	8.71e-3
DACT3	ENSG00000197380.10	14.660	45.635	-1.574	6.09e-7
DAPK1	ENSG00000196730.12	6.140	14.909	-1.156	4.66e-6
DAPK3	ENSG00000167657.11	34.990	99.370	-1.480	7.09e-13
DAPL1	ENSG00000163331.10	2.470	0.225	1.502	4.70e-6
DARS-AS1	ENSG00000231890.7	2.070	0.510	1.024	4.53e-6
DARS2	ENSG00000117593.9	12.750	4.384	1.353	9.75e-10
DBI	ENSG00000155368.16	221.045	79.384	1.466	6.23e-16
DBNDD1	ENSG00000003249.13	15.510	1.185	2.918	8.41e-15
DBNDD2	ENSG00000244274.7	29.980	114.103	-1.893	8.84e-9
DCAF13	ENSG00000164934.13	45.490	15.730	1.474	6.53e-10
DCAF17	ENSG00000115827.13	3.730	12.025	-1.461	6.18e-14
DCAF5	ENSG00000139990.17	13.450	35.004	-1.317	6.86e-13
DCAF8	ENSG00000132716.18	45.851	127.755	-1.458	6.54e-10
DCDC2	ENSG00000146038.11	2.100	0.020	1.604	1.62e-3
DCHS1	ENSG00000166341.7	8.890	33.160	-1.788	4.92e-7
DCHS2	ENSG00000197410.12	0.400	1.865	-1.033	8.62e-5
DCN	ENSG00000011465.16	163.358	1438.799	-3.131	8.61e-10
DCP1B	ENSG00000151065.13	10.740	28.080	-1.309	3.88e-10
DCST2	ENSG00000163354.14	0.800	2.920	-1.123	1.41e-7
DCTPP1	ENSG00000179958.8	47.970	18.185	1.352	2.71e-12
DCUN1D3	ENSG00000188215.9	2.200	7.155	-1.350	3.87e-13
DCUN1D4	ENSG00000109184.14	10.990	30.899	-1.412	6.29e-10
DDB2	ENSG00000134574.11	12.480	50.799	-1.942	1.18e-15
DDHD2	ENSG00000085788.13	13.080	35.734	-1.383	7.88e-11
DDI2	ENSG00000197312.11	4.280	11.985	-1.298	1.22e-9
DDIAS	ENSG00000165490.12	4.010	0.495	1.745	3.96e-13
DDO	ENSG00000203797.9	0.560	2.310	-1.085	1.20e-7
DDR2	ENSG00000162733.16	9.810	25.794	-1.310	9.84e-5
DDX17	ENSG00000100201.18	74.150	526.247	-2.811	2.83e-22
DDX25	ENSG00000109832.12	2.120	0.320	1.241	9.43e-3
DDX26B	ENSG00000165359.14	4.510	13.400	-1.386	5.81e-14
DDX3X	ENSG00000215301.9	56.332	124.507	-1.130	8.32e-8
DDX49	ENSG00000105671.11	75.719	29.575	1.327	2.14e-9
DDX5	ENSG00000108654.11	240.001	684.045	-1.507	6.13e-12
DDX51	ENSG00000185163.9	13.560	28.630	-1.025	4.78e-10
DDX60	ENSG00000137628.16	3.560	8.635	-1.079	2.94e-3
DEF6	ENSG00000023892.10	10.050	4.490	1.009	8.61e-6
DEFB1	ENSG00000164825.3	3.780	0.220	1.970	2.82e-3
DEFB109P3	ENSG00000254866.2	0.520	2.414	-1.167	6.15e-4
DEFB124	ENSG00000180383.3	0.060	3.135	-1.964	1.45e-9
DEGS2	ENSG00000168350.7	1.290	3.770	-1.059	4.49e-3
DENND2A	ENSG00000146966.12	9.960	29.241	-1.464	5.20e-9
DENND2D	ENSG00000162777.16	9.610	2.685	1.526	5.47e-7
DENND3	ENSG00000105339.10	4.630	44.979	-3.030	1.68e-19
DENND4A	ENSG00000174485.14	3.220	8.885	-1.228	4.15e-14
DENND4B	ENSG00000198837.9	16.511	55.616	-1.693	1.21e-13
DENND4C	ENSG00000137145.20	4.080	20.333	-2.070	2.58e-21
DENND5A	ENSG00000184014.7	31.780	70.528	-1.126	1.71e-9
DENND6A	ENSG00000174839.12	5.190	13.485	-1.227	1.88e-16
DENND6B	ENSG00000205593.11	5.320	15.165	-1.355	3.77e-11
DEPDC1	ENSG00000024526.16	4.850	0.040	2.492	1.91e-23
DEPDC1B	ENSG00000035499.12	5.100	0.200	2.346	2.20e-24
DERL3	ENSG00000099958.14	6.610	1.155	1.820	7.05e-4
DES	ENSG00000175084.11	22.270	2287.727	-6.620	1.34e-12
DET1	ENSG00000140543.13	3.920	10.465	-1.221	1.67e-12
DFNA5	ENSG00000105928.13	7.000	29.285	-1.921	7.86e-12
DFNB31	ENSG00000095397.13	6.010	45.180	-2.720	5.25e-15
DFNB59	ENSG00000204311.11	1.500	5.394	-1.355	3.98e-8
DGAT2	ENSG00000062282.14	5.810	0.825	1.900	1.05e-11
DGCR6	ENSG00000183628.12	17.440	3.105	2.167	7.99e-8
DGCR8	ENSG00000128191.13	12.710	36.724	-1.460	1.90e-14
DGKA	ENSG00000065357.19	13.090	39.836	-1.535	2.39e-8
DGKB	ENSG00000136267.13	0.100	1.340	-1.089	1.99e-14
DGKE	ENSG00000153933.9	1.240	7.434	-1.913	6.87e-20
DGKG	ENSG00000058866.14	0.240	1.660	-1.101	2.75e-7
DGKH	ENSG00000102780.16	0.960	7.429	-2.105	1.16e-19
DHCR24	ENSG00000116133.11	26.279	5.089	2.163	8.21e-4
DHFR	ENSG00000228716.6	16.130	5.875	1.317	6.33e-12
DHFRL1	ENSG00000178700.7	1.930	4.910	-1.012	2.16e-7
DHFRP1	ENSG00000188985.6	4.660	0.785	1.665	1.23e-7
DHRS12	ENSG00000102796.10	8.160	22.700	-1.372	4.44e-12
DHX35	ENSG00000101452.14	8.250	21.435	-1.278	2.69e-13
DHX38	ENSG00000140829.11	29.860	60.770	-1.001	2.41e-10
DHX58	ENSG00000108771.12	7.870	20.924	-1.306	7.13e-6
DIAPH2	ENSG00000147202.17	2.230	5.650	-1.042	1.89e-4
DIAPH3	ENSG00000139734.17	3.380	0.080	2.020	9.36e-19
DICER1	ENSG00000100697.14	6.710	20.780	-1.498	2.23e-13
DIDO1	ENSG00000101191.16	22.279	46.045	-1.015	1.01e-10
DIO3	ENSG00000197406.7	0.680	8.039	-2.428	5.31e-6
DIO3OS	ENSG00000258498.6	1.350	132.945	-5.833	5.99e-27
DIP2A	ENSG00000160305.17	8.810	26.660	-1.495	1.35e-12
DIP2C	ENSG00000151240.15	5.250	15.760	-1.423	8.75e-10
DIRAS1	ENSG00000176490.4	0.340	12.800	-3.364	7.64e-10
DIS3L	ENSG00000166938.12	5.750	18.601	-1.538	1.13e-12
DIXDC1	ENSG00000150764.13	3.950	22.155	-2.226	2.84e-17
DKFZP434I0714	ENSG00000268471.4	1.470	4.430	-1.136	5.15e-10
DKFZp434J0226	ENSG00000268460.1	0.020	3.775	-2.227	1.66e-17
DKK2	ENSG00000155011.8	1.390	0.165	1.037	3.68e-5
DKKL1	ENSG00000104901.6	4.610	0.670	1.748	4.43e-9
DLC1	ENSG00000164741.14	3.910	16.440	-1.829	1.29e-7
DLEU1	ENSG00000176124.11	9.610	3.935	1.104	8.74e-4
DLG2	ENSG00000150672.16	0.680	2.609	-1.103	1.02e-6
DLG4	ENSG00000132535.18	15.730	48.851	-1.575	1.31e-8
DLGAP5	ENSG00000126787.12	12.280	0.065	3.640	3.96e-29
DLK1	ENSG00000185559.13	50.001	0.335	5.256	3.23e-4
DLK2	ENSG00000171462.14	3.820	0.610	1.582	8.58e-5
DLL1	ENSG00000198719.8	3.220	10.875	-1.493	6.19e-4
DLL3	ENSG00000090932.10	2.280	0.000	1.714	7.77e-7
DLL4	ENSG00000128917.6	4.430	13.180	-1.385	5.34e-7
DLX1	ENSG00000144355.14	2.750	0.090	1.783	2.34e-6
DLX2	ENSG00000115844.10	1.280	0.000	1.189	2.33e-5
DLX3	ENSG00000064195.7	3.160	0.050	1.986	6.21e-14
DLX4	ENSG00000108813.10	4.620	0.095	2.360	3.55e-9
DLX5	ENSG00000105880.4	21.830	1.075	3.460	1.51e-6
DLX6	ENSG00000006377.10	6.900	0.230	2.683	9.93e-8
DLX6-AS1	ENSG00000231764.8	2.460	0.095	1.660	6.87e-5
DMD	ENSG00000198947.14	3.480	19.075	-2.164	3.27e-7
DMPK	ENSG00000104936.17	30.530	168.347	-2.425	4.78e-16
DMTF1	ENSG00000135164.18	17.940	107.477	-2.518	1.23e-20
DMWD	ENSG00000185800.11	21.180	50.809	-1.224	4.02e-15
DMXL2	ENSG00000104093.13	10.140	25.388	-1.244	1.19e-11
DNAAF3	ENSG00000167646.13	4.840	0.765	1.726	1.76e-5
DNAH1	ENSG00000114841.17	1.290	8.360	-2.031	4.32e-17
DNAH14	ENSG00000185842.14	12.210	1.085	2.663	1.67e-21
DNAJB11	ENSG00000090520.10	154.097	63.212	1.272	1.90e-11
DNAJB14	ENSG00000164031.16	5.030	12.455	-1.158	9.43e-12
DNAJB4	ENSG00000162616.8	7.730	20.959	-1.331	8.55e-7
DNAJB5	ENSG00000137094.14	7.810	32.960	-1.947	1.57e-5
DNAJC13	ENSG00000138246.15	9.420	20.735	-1.061	2.84e-7
DNAJC19P5	ENSG00000225808.1	0.270	1.785	-1.133	1.83e-9
DNAJC19P9	ENSG00000258608.1	4.320	0.360	1.968	8.67e-13
DNAJC22	ENSG00000178401.14	1.350	0.050	1.162	2.84e-6
DNAJC27	ENSG00000115137.11	1.330	5.060	-1.379	2.02e-19
DNAJC9-AS1	ENSG00000236756.4	3.400	0.220	1.851	9.04e-6
DNHD1	ENSG00000179532.12	2.050	13.605	-2.260	1.15e-17
DNM1P35	ENSG00000246877.1	0.260	1.645	-1.070	1.32e-12
DNM1P41	ENSG00000280038.1	0.140	1.720	-1.255	2.47e-12
DNMT3A	ENSG00000119772.16	31.860	12.924	1.239	1.69e-5
DNMT3B	ENSG00000088305.18	4.890	1.005	1.555	1.55e-10
DOC2GP	ENSG00000231793.4	0.180	3.435	-1.910	3.16e-18
DOCK4	ENSG00000128512.19	2.400	11.815	-1.914	6.98e-14
DOCK5	ENSG00000147459.17	1.020	4.935	-1.555	8.30e-10
DOCK9	ENSG00000088387.17	12.220	42.254	-1.710	3.39e-10
DOCK9-AS2	ENSG00000260992.1	1.090	3.755	-1.186	5.35e-5
DOK5	ENSG00000101134.11	5.030	1.235	1.432	8.51e-5
DOPEY1	ENSG00000083097.14	2.980	15.505	-2.052	4.66e-21
DPCD	ENSG00000166171.12	45.351	20.584	1.103	1.39e-10
DPF1	ENSG00000011332.19	2.980	0.365	1.544	7.51e-7
DPH1	ENSG00000108963.17	13.790	65.095	-2.160	1.73e-21
DPH7	ENSG00000148399.11	27.300	57.609	-1.050	2.02e-9
DPP3	ENSG00000254986.7	38.281	14.159	1.374	1.81e-14
DPP6	ENSG00000130226.16	0.170	53.668	-5.546	1.32e-16
DPP8	ENSG00000074603.18	4.300	12.485	-1.347	7.74e-15
DPT	ENSG00000143196.4	0.910	84.389	-5.482	6.84e-13
DPY19L1P1	ENSG00000229358.3	0.430	1.875	-1.007	1.39e-16
DPY19L2	ENSG00000177990.11	2.590	23.340	-2.761	3.86e-18
DPY30	ENSG00000162961.13	117.889	49.150	1.245	4.02e-14
DPYD	ENSG00000188641.12	2.150	12.960	-2.148	2.02e-13
DPYSL2	ENSG00000092964.16	15.230	33.054	-1.069	4.30e-4
DPYSL3	ENSG00000113657.12	17.330	114.225	-2.652	2.15e-6
DPYSL5	ENSG00000157851.16	3.500	0.010	2.156	2.67e-6
DRAM1	ENSG00000136048.13	4.610	11.710	-1.180	7.09e-7
DSC2	ENSG00000134755.14	3.680	0.330	1.815	5.60e-9
DSCAML1	ENSG00000177103.13	0.260	3.285	-1.766	1.20e-16
DSCC1	ENSG00000136982.5	8.660	2.900	1.309	2.37e-9
DSCR4	ENSG00000184029.9	1.160	0.000	1.111	2.58e-5
DSCR8	ENSG00000198054.11	43.191	0.000	5.466	2.18e-7
DSG2	ENSG00000046604.12	8.680	1.680	1.853	3.49e-6
DSN1	ENSG00000149636.15	18.640	6.120	1.464	2.49e-15
DSP	ENSG00000096696.13	16.900	1.890	2.631	1.27e-10
DST	ENSG00000151914.17	36.299	375.950	-3.337	4.15e-18
DSTN	ENSG00000125868.15	168.230	749.923	-2.150	6.84e-11
DSTNP1	ENSG00000230982.1	0.630	5.050	-1.892	5.91e-16
DTL	ENSG00000143476.17	8.390	0.315	2.836	1.48e-22
DTNB	ENSG00000138101.18	16.511	7.539	1.036	7.18e-7
DTWD1	ENSG00000104047.14	9.870	35.620	-1.752	3.08e-18
DTX1	ENSG00000135144.7	4.720	1.230	1.359	2.15e-3
DTX2P1	ENSG00000186704.9	0.740	2.540	-1.025	6.62e-12
DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479.5	1.970	6.055	-1.248	1.55e-16
DTX3	ENSG00000178498.15	35.911	121.170	-1.727	1.31e-14
DTYMK	ENSG00000168393.12	52.290	16.680	1.592	3.63e-20
DUS3L	ENSG00000141994.15	17.660	36.544	-1.009	6.37e-9
DUSP1	ENSG00000120129.5	42.390	218.525	-2.339	6.07e-5
DUSP2	ENSG00000158050.4	16.919	3.540	1.981	5.07e-7
DUSP3	ENSG00000108861.8	15.990	39.765	-1.263	3.32e-6
DUSP8	ENSG00000184545.10	2.140	8.432	-1.587	4.31e-5
DUSP8P5	ENSG00000235316.1	0.570	4.020	-1.677	1.98e-17
DUSP9	ENSG00000130829.17	5.000	0.015	2.563	1.23e-11
DUX4L50	ENSG00000232815.1	2.620	0.405	1.365	9.48e-5
DUXAP8	ENSG00000206195.10	9.720	1.055	2.383	9.13e-7
DUXAP9	ENSG00000225210.9	5.600	0.740	1.923	1.25e-5
DVL2	ENSG00000004975.11	20.230	54.146	-1.377	6.77e-11
DYDC2	ENSG00000133665.12	1.190	0.060	1.047	2.79e-6
DYNC1LI2	ENSG00000135720.12	18.470	68.230	-1.830	1.15e-12
DYNC2H1	ENSG00000187240.13	7.940	19.065	-1.166	3.58e-10
DYNC2LI1	ENSG00000138036.18	18.939	40.184	-1.046	1.26e-8
DYNLT3	ENSG00000165169.10	11.330	25.960	-1.129	8.95e-4
DYRK1A	ENSG00000157540.19	14.940	34.730	-1.164	8.58e-10
DZIP1L	ENSG00000158163.14	2.720	14.300	-2.040	2.12e-14
E2F1	ENSG00000101412.12	19.740	1.100	3.304	1.31e-22
E2F2	ENSG00000007968.6	2.350	0.040	1.688	2.38e-20
E2F3	ENSG00000112242.14	11.050	2.669	1.716	5.87e-18
E2F5	ENSG00000133740.10	13.370	6.109	1.015	6.29e-5
E2F7	ENSG00000165891.15	1.800	0.055	1.408	3.29e-11
E2F8	ENSG00000129173.12	2.580	0.040	1.783	1.86e-14
EBF1	ENSG00000164330.16	5.180	13.495	-1.230	1.25e-3
EBF4	ENSG00000088881.20	15.490	60.869	-1.908	1.36e-9
EBLN2	ENSG00000255423.1	0.150	2.360	-1.547	4.38e-20
EBLN3	ENSG00000281649.1	10.720	22.760	-1.020	3.41e-7
EBP	ENSG00000147155.10	53.600	22.795	1.198	2.93e-4
ECE1	ENSG00000117298.14	28.159	59.680	-1.057	9.32e-6
ECE2	ENSG00000145194.17	11.160	1.190	2.473	6.75e-21
ECEL1	ENSG00000171551.11	8.720	0.930	2.333	5.11e-5
ECHDC2	ENSG00000121310.16	26.359	252.003	-3.209	4.14e-17
ECHDC3	ENSG00000134463.14	5.260	13.114	-1.173	1.71e-4
ECHS1	ENSG00000127884.4	114.071	54.159	1.061	1.01e-13
ECM2	ENSG00000106823.12	1.090	18.536	-3.225	5.59e-13
ECT2	ENSG00000114346.13	16.890	2.750	2.254	6.43e-20
EDA2R	ENSG00000131080.14	0.330	6.590	-2.513	9.67e-20
EDEM1	ENSG00000134109.10	5.610	14.270	-1.208	5.51e-11
EDIL3	ENSG00000164176.12	2.680	13.010	-1.929	1.63e-3
EDN3	ENSG00000124205.15	7.200	0.060	2.952	6.84e-6
EDNRA	ENSG00000151617.15	11.380	24.124	-1.021	7.10e-3
EDNRB	ENSG00000136160.14	1.470	11.785	-2.372	3.81e-9
EDRF1-AS1	ENSG00000236991.6	0.150	1.450	-1.091	2.37e-13
EEA1	ENSG00000102189.16	1.710	6.085	-1.387	9.59e-14
EEF1A1P12	ENSG00000214199.3	2.110	0.330	1.226	8.59e-13
EEF1A1P19	ENSG00000249855.1	3.330	0.820	1.250	3.96e-11
EEF1A1P6	ENSG00000233476.3	37.390	14.875	1.274	1.15e-7
EEF1A1P9	ENSG00000249264.1	3.340	0.330	1.706	1.79e-20
EEF1E1	ENSG00000124802.11	31.999	15.260	1.021	2.29e-11
EEF2K	ENSG00000103319.11	5.870	18.235	-1.485	5.62e-16
EFCAB1	ENSG00000034239.10	3.750	12.185	-1.473	1.36e-7
EFCAB11	ENSG00000140025.15	9.470	2.940	1.410	6.42e-12
EFCAB13	ENSG00000178852.15	1.310	5.805	-1.559	1.78e-11
EFCAB14	ENSG00000159658.10	14.930	36.615	-1.240	9.91e-10
EFCC1	ENSG00000114654.7	0.580	3.755	-1.589	2.17e-8
EFEMP1	ENSG00000115380.18	9.880	111.032	-3.364	2.11e-13
EFHC1	ENSG00000096093.14	6.060	17.260	-1.371	2.46e-8
EFHD1	ENSG00000115468.11	15.860	75.110	-2.174	2.92e-8
EFNA3	ENSG00000143590.13	17.490	2.175	2.542	4.27e-15
EFNA4	ENSG00000243364.7	32.300	6.779	2.098	2.96e-18
EFNA5	ENSG00000184349.12	6.280	0.515	2.265	2.99e-18
EFS	ENSG00000100842.12	15.370	43.730	-1.450	7.79e-7
EFTUD2	ENSG00000108883.12	75.499	35.627	1.063	4.61e-11
EGFL6	ENSG00000198759.11	10.360	0.190	3.255	6.15e-9
EGFL7	ENSG00000172889.15	42.940	150.789	-1.788	5.23e-6
EGFL8	ENSG00000241404.6	11.500	41.130	-1.753	1.67e-12
EHBP1	ENSG00000115504.14	14.230	42.920	-1.528	1.74e-8
EHBP1L1	ENSG00000173442.11	24.680	126.636	-2.313	2.37e-14
EHD2	ENSG00000024422.11	28.281	114.285	-1.977	3.51e-7
EHF	ENSG00000135373.12	1.860	0.125	1.346	3.34e-4
EHMT1	ENSG00000181090.17	19.370	43.149	-1.116	8.72e-12
EIF2D	ENSG00000143486.15	25.660	61.439	-1.228	6.03e-13
EIF3C	ENSG00000184110.14	590.215	227.708	1.370	4.90e-11
EIF3J-AS1	ENSG00000179523.4	4.180	13.090	-1.444	3.22e-15
EIF4E2	ENSG00000135930.13	87.991	41.215	1.076	7.82e-17
EIF4E3	ENSG00000163412.12	3.950	12.075	-1.401	1.25e-7
EIF4EBP1	ENSG00000187840.4	149.250	28.369	2.355	5.57e-11
EIF4ENIF1	ENSG00000184708.17	10.590	24.755	-1.152	2.07e-11
EIF5A	ENSG00000132507.17	431.046	198.211	1.117	1.01e-9
EIF5AP4	ENSG00000234743.1	6.490	0.075	2.801	1.71e-15
EIF6	ENSG00000242372.6	210.517	91.550	1.192	9.25e-15
ELF1	ENSG00000120690.13	9.970	29.040	-1.453	8.12e-9
ELF2	ENSG00000109381.19	11.510	27.540	-1.190	4.90e-11
ELF3	ENSG00000163435.15	53.142	0.865	4.860	5.19e-9
ELL2	ENSG00000118985.14	2.890	7.030	-1.046	3.54e-3
ELL3	ENSG00000128886.11	1.340	3.880	-1.060	1.65e-5
ELMOD3	ENSG00000115459.17	9.470	25.145	-1.320	3.61e-12
ELMSAN1	ENSG00000156030.12	6.650	25.431	-1.789	2.90e-16
ELOVL2	ENSG00000197977.3	1.580	0.265	1.028	5.44e-5
ELOVL3	ENSG00000119915.4	1.500	0.090	1.198	3.28e-6
ELOVL6	ENSG00000170522.9	8.260	2.858	1.263	7.74e-5
EMC10	ENSG00000161671.16	134.670	63.833	1.065	1.88e-9
EMCN	ENSG00000164035.9	2.840	20.865	-2.509	2.09e-8
EME1	ENSG00000154920.14	7.060	1.360	1.772	4.31e-11
EME2	ENSG00000197774.12	2.940	13.405	-1.870	6.80e-18
EMID1	ENSG00000186998.15	29.500	6.675	1.991	7.09e-6
EML1	ENSG00000066629.16	6.510	16.725	-1.239	1.90e-6
EML3	ENSG00000149499.11	20.770	89.520	-2.056	2.32e-16
EMX2	ENSG00000170370.11	20.800	120.429	-2.478	1.32e-9
EMX2OS	ENSG00000229847.8	6.580	53.874	-2.856	1.78e-9
ENC1	ENSG00000171617.13	19.650	1.385	3.114	2.81e-15
ENDOD1	ENSG00000149218.4	5.720	20.065	-1.648	3.74e-10
ENG	ENSG00000106991.13	39.409	136.153	-1.763	9.36e-9
ENGASE	ENSG00000167280.16	8.890	49.752	-2.359	7.98e-16
ENHO	ENSG00000168913.6	3.130	0.385	1.576	3.11e-7
ENKD1	ENSG00000124074.11	15.250	40.995	-1.370	4.12e-12
ENO1	ENSG00000074800.13	1044.212	341.170	1.611	5.28e-11
ENOSF1	ENSG00000132199.18	18.030	60.620	-1.695	3.14e-9
ENPEP	ENSG00000138792.9	1.360	14.715	-2.735	3.51e-15
ENPP1	ENSG00000197594.11	2.050	19.930	-2.779	2.91e-12
ENPP2	ENSG00000136960.12	20.949	93.373	-2.104	1.91e-4
ENPP5	ENSG00000112796.9	3.050	0.365	1.569	1.11e-9
ENSAP2	ENSG00000259032.2	0.770	3.075	-1.203	2.44e-6
TNMD	ENSG00000000005.5	2.570	0.210	1.561	5.50e-5
FGR	ENSG00000000938.12	1.470	12.990	-2.502	4.36e-14
KRIT1	ENSG00000001631.14	11.290	27.044	-1.190	3.75e-11
RAD52	ENSG00000002016.16	5.590	19.907	-1.666	2.31e-10
MAD1L1	ENSG00000002822.15	38.281	15.359	1.264	3.08e-10
KLHL13	ENSG00000003096.13	6.540	21.615	-1.585	2.15e-7
TFPI	ENSG00000003436.14	6.010	25.849	-1.937	1.95e-8
RBM5	ENSG00000003756.16	48.900	229.372	-2.207	5.18e-20
SLC7A2	ENSG00000003989.16	2.120	14.103	-2.275	2.25e-12
SARM1	ENSG00000004139.13	5.710	14.164	-1.176	5.03e-9
FKBP4	ENSG00000004478.7	83.957	32.600	1.338	3.68e-5
RBM6	ENSG00000004534.14	43.761	172.648	-1.956	5.31e-16
HSPB6	ENSG00000004776.11	62.098	428.692	-2.768	6.16e-12
PDK4	ENSG00000004799.7	5.030	52.339	-3.145	3.26e-10
ZMYND10	ENSG00000004838.13	3.370	1.100	1.057	2.27e-3
PRSS22	ENSG00000005001.9	4.830	0.140	2.354	3.04e-5
HOXA11	ENSG00000005073.5	7.060	91.379	-3.519	4.48e-13
SPPL2B	ENSG00000005206.16	22.279	61.279	-1.420	1.49e-15
PRKAR2B	ENSG00000005249.12	2.930	9.800	-1.458	2.34e-5
KMT2E	ENSG00000005483.19	10.940	34.026	-1.553	1.41e-12
MYCBP2	ENSG00000005810.17	17.200	40.289	-1.182	3.53e-10
FBXL3	ENSG00000005812.10	9.950	31.530	-1.571	9.40e-12
ITGA3	ENSG00000005884.17	14.620	40.748	-1.418	2.73e-3
ZFX	ENSG00000005889.15	5.700	16.275	-1.366	3.54e-13
OSBPL7	ENSG00000006025.11	4.490	20.230	-1.951	3.34e-12
TMEM132A	ENSG00000006118.14	73.940	10.137	2.750	1.99e-11
SPATA20	ENSG00000006282.19	29.080	65.853	-1.152	8.25e-6
TNFRSF12A	ENSG00000006327.13	60.892	18.855	1.640	6.44e-6
KDM7A	ENSG00000006459.10	2.270	6.640	-1.224	4.55e-5
ETV1	ENSG00000006468.13	4.600	1.505	1.161	2.84e-3
USH1C	ENSG00000006611.15	3.620	0.135	2.025	3.99e-5
GGCT	ENSG00000006625.17	69.990	25.235	1.436	1.99e-15
TBXA2R	ENSG00000006638.11	0.890	4.570	-1.559	2.66e-4
IFRD1	ENSG00000006652.13	18.760	38.704	-1.007	7.78e-7
SCIN	ENSG00000006747.14	2.330	0.485	1.165	8.48e-5
PRSS21	ENSG00000007038.10	7.110	0.210	2.745	3.66e-5
PROM1	ENSG00000007062.11	15.820	0.190	3.821	3.85e-9
PAFAH1B1	ENSG00000007168.12	32.099	71.332	-1.128	5.28e-10
GAS7	ENSG00000007237.18	3.370	14.449	-1.822	8.22e-12
TRAPPC6A	ENSG00000007255.10	46.990	22.550	1.027	1.31e-3
RHBDF1	ENSG00000007384.15	19.590	68.826	-1.762	2.60e-10
LUC7L	ENSG00000007392.16	57.751	131.968	-1.178	3.20e-5
TEAD3	ENSG00000007866.18	34.161	86.189	-1.310	8.67e-8
SYPL1	ENSG00000008282.7	37.369	99.912	-1.395	1.21e-11
SPAG9	ENSG00000008294.20	12.220	48.669	-1.910	1.55e-13
PLEKHG6	ENSG00000008323.15	3.800	0.595	1.590	7.89e-9
SS18L2	ENSG00000008324.10	38.630	14.990	1.309	1.85e-16
NFIX	ENSG00000008441.16	25.400	89.678	-1.780	5.99e-7
IL32	ENSG00000008517.16	76.600	20.695	1.839	8.14e-3
PKD1	ENSG00000008710.17	28.869	209.172	-2.815	2.16e-23
HEATR5B	ENSG00000008869.11	4.190	9.605	-1.031	1.34e-9
RPS20	ENSG00000008988.9	4658.015	2098.800	1.150	1.06e-10
REV3L	ENSG00000009413.15	7.810	49.519	-2.520	7.53e-18
MASP2	ENSG00000009724.16	0.190	3.670	-1.972	2.74e-20
FAM76A	ENSG00000009780.15	3.290	9.600	-1.305	8.29e-13
IFFO1	ENSG00000010295.19	2.110	56.478	-4.208	1.05e-33
PHF7	ENSG00000010318.19	2.030	5.640	-1.132	5.53e-8
SEMA3G	ENSG00000010319.6	1.770	6.260	-1.390	1.82e-4
NISCH	ENSG00000010322.15	25.660	122.390	-2.210	1.03e-19
IDS	ENSG00000010404.17	16.200	58.139	-1.782	4.82e-14
HFE	ENSG00000010704.18	1.440	5.209	-1.348	3.04e-8
SCMH1	ENSG00000010803.16	17.210	52.809	-1.563	7.27e-17
LYPLA2	ENSG00000011009.10	101.307	36.729	1.439	1.03e-12
NME2	ENSG00000011052.21	25.871	8.065	1.568	1.34e-4
PIK3C2A	ENSG00000011405.13	5.160	18.805	-1.685	4.57e-18
RABGAP1	ENSG00000011454.16	12.150	33.545	-1.393	3.04e-13
MAP4K3	ENSG00000011566.14	9.080	21.010	-1.127	5.44e-10
TYROBP	ENSG00000011600.11	86.360	29.954	1.497	1.65e-5
TMEM159	ENSG00000011638.10	11.360	31.144	-1.379	7.70e-7
SEMA3B	ENSG00000012171.17	14.310	80.506	-2.412	7.66e-11
MAP4K5	ENSG00000012983.11	11.420	41.403	-1.772	9.17e-14
MAN2B2	ENSG00000013288.8	8.120	20.455	-1.234	1.29e-5
SLC25A39	ENSG00000013306.15	172.553	69.634	1.297	7.31e-12
MVP	ENSG00000013364.18	36.051	105.840	-1.528	7.46e-7
MAMLD1	ENSG00000013619.13	2.700	9.060	-1.443	1.80e-9
TACC3	ENSG00000013810.18	63.548	5.550	3.301	1.30e-25
MTMR11	ENSG00000014914.19	5.610	47.700	-2.881	9.50e-18
ZMYND11	ENSG00000015171.18	18.491	52.650	-1.461	4.22e-12
RGPD5	ENSG00000015568.12	2.870	7.105	-1.066	1.03e-6
IL20RA	ENSG00000016402.12	1.690	4.895	-1.132	4.44e-5
IGF1	ENSG00000017427.15	3.540	16.544	-1.950	3.56e-3
RUFY3	ENSG00000018189.12	15.850	68.569	-2.046	5.07e-15
SLC11A1	ENSG00000018280.16	2.530	8.318	-1.400	1.49e-3
VSIG2	ENSG00000019102.11	0.290	2.305	-1.357	2.56e-6
PHLDB1	ENSG00000019144.16	46.941	163.698	-1.780	9.10e-17
PRDM11	ENSG00000019485.12	3.780	16.290	-1.855	1.10e-14
SYT13	ENSG00000019505.7	4.500	0.020	2.431	2.51e-13
HGF	ENSG00000019991.15	1.430	5.169	-1.344	7.88e-3
ZRANB1	ENSG00000019995.6	5.950	14.455	-1.153	9.43e-7
